customerID,churn_probability,risk_level
5394-SVGJV,0.61,Medium Risk
6979-TNDEU,0.03,Low Risk
9777-WJJPR,0.1,Low Risk
9283-LZQOH,0.84,High Risk
7079-QRCBC,0.9,High Risk
9495-SKLKD,0.08,Low Risk
6048-UWKAL,0.02,Low Risk
5067-DGXLL,0.035,Low Risk
5469-CTCWN,0.2,Low Risk
9851-QXEEQ,0.92,High Risk
6281-FKEWS,0.12,Low Risk
8898-KASCD,0.06,Low Risk
9242-TKFSV,0.0,Low Risk
9290-SHCMB,0.22,Low Risk
0743-HNPFG,0.11,Low Risk
2277-BKJKN,0.01,Low Risk
9809-IMGCQ,0.81,High Risk
5208-HFSBT,0.76,High Risk
5035-PGZXH,0.41,Medium Risk
8695-WDYEA,0.29,Low Risk
6543-JXSOO,0.0,Low Risk
8016-ZMGMO,0.03,Low Risk
8605-ITULD,0.04,Low Risk
3254-YRILK,0.87,High Risk
6416-YJTTB,0.06,Low Risk
2667-WYLWJ,0.63,Medium Risk
4472-VESGY,0.06,Low Risk
3195-TQDZX,0.01,Low Risk
3128-YOVTD,0.07,Low Risk
0529-ONKER,0.44,Medium Risk
1728-CXQBE,0.12,Low Risk
7041-TXQJH,0.05,Low Risk
5014-GSOUQ,0.0,Low Risk
5724-BIDBU,0.12,Low Risk
0481-SUMCB,0.08,Low Risk
1769-GRUIK,0.08,Low Risk
5240-IJOQT,0.99,High Risk
8819-WFGGJ,0.0,Low Risk
7427-AUFPY,0.05,Low Risk
2811-POVEX,0.09,Low Risk
1092-GANHU,0.39,Medium Risk
7898-PDWQE,0.0,Low Risk
9972-EWRJS,0.0,Low Risk
9314-IJWSQ,0.67,Medium Risk
0661-XEYAN,0.84,High Risk
5799-JRCZO,0.0,Low Risk
1921-KYSAY,0.11,Low Risk
6198-RTPMF,0.21,Low Risk
2924-KHUVI,0.14,Low Risk
1925-GMVBW,0.05,Low Risk
7881-EVUAD,0.85,High Risk
6184-DYUOB,0.08,Low Risk
9207-ZPANB,0.01,Low Risk
5766-XQXMQ,0.65,Medium Risk
9327-QSDED,0.04,Low Risk
1656-DRSMG,0.08,Low Risk
3012-VFFMN,0.03,Low Risk
2984-AFWNC,0.34,Medium Risk
0640-YJTPY,0.0,Low Risk
8096-LOIST,0.14,Low Risk
9764-REAFF,0.01,Low Risk
3703-VAVCL,0.87,High Risk
7107-UBYKY,0.01,Low Risk
4881-GQJTW,0.01,Low Risk
8519-QJGJD,0.27,Low Risk
7876-DNYAP,0.0,Low Risk
7905-NJMXS,0.15,Low Risk
2882-WDTBA,0.02,Low Risk
2091-GPPIQ,0.03,Low Risk
6326-MTTXK,0.86,High Risk
5071-FBJFS,0.52,Medium Risk
2796-UUZZO,0.06,Low Risk
2429-AYKKO,0.0,Low Risk
9798-OPFEM,0.02,Low Risk
0330-IVZHA,0.34,Medium Risk
3794-NFNCH,0.08,Low Risk
5193-QLVZB,0.12,Low Risk
7114-AEOZE,0.0,Low Risk
2886-KEFUM,0.77,High Risk
5522-NYKPB,0.13,Low Risk
4237-RLAQD,0.75,High Risk
9957-YODKZ,0.78,High Risk
6518-KZXCB,0.01,Low Risk
2245-ADZFJ,0.0,Low Risk
7776-QGYJC,0.07,Low Risk
9313-QOLTZ,0.0,Low Risk
9651-GTSAQ,0.77,High Risk
3186-BAXNB,0.88,High Risk
4672-FOTSD,0.08,Low Risk
0637-YLETY,0.42,Medium Risk
9818-XQCUV,0.0575,Low Risk
7338-ERIVA,0.03,Low Risk
1157-BQCUW,0.95,High Risk
8259-NFJTV,0.29,Low Risk
3223-DWFIO,0.17,Low Risk
2660-EMUBI,0.9,High Risk
6968-GMKPR,0.5,Medium Risk
4751-ERMAN,0.04,Low Risk
1436-ZMJAN,0.14,Low Risk
3292-PBZEJ,0.28,Low Risk
0799-DDIHE,0.24,Low Risk
3070-FNFZQ,0.0,Low Risk
2812-SFXMJ,0.19,Low Risk
7675-OZCZG,0.82,High Risk
5014-WUQMG,0.06,Low Risk
5312-TSZVC,0.03,Low Risk
2003-CKLOR,0.64,Medium Risk
0993-OSGPT,0.01,Low Risk
9254-RBFON,0.76,High Risk
1205-WNWPJ,0.14,Low Risk
9391-EOYLI,0.83,High Risk
7108-DGVUU,0.04,Low Risk
2782-JEEBU,0.08,Low Risk
5127-BZENZ,0.05,Low Risk
2720-FVBQP,0.18,Low Risk
9906-NHHVC,0.03,Low Risk
4522-XRWWI,0.11,Low Risk
3766-EJLFL,0.31,Medium Risk
5939-SXWHM,0.0,Low Risk
8152-UOBNY,0.08,Low Risk
7351-KYHQH,0.06,Low Risk
7643-RCHXS,0.0,Low Risk
8246-SHFGA,0.03,Low Risk
8387-MOJJT,0.75,High Risk
0620-XEFWH,0.06,Low Risk
6485-QXWWE,0.0,Low Risk
2761-OCIAX,0.42,Medium Risk
7321-VGNKU,0.2,Low Risk
5327-CNLUQ,0.08,Low Risk
7552-KEYGT,0.01,Low Risk
5816-JMLGY,0.0,Low Risk
3068-OMWZA,0.91,High Risk
2927-QRRQV,0.1,Low Risk
6032-KRXXO,0.73,High Risk
7459-RRWQZ,0.75,High Risk
6265-SXWBU,0.03,Low Risk
7941-RCJOW,0.0,Low Risk
6374-NTQLP,0.04,Low Risk
4154-AQUGT,0.86,High Risk
2387-KDZQY,0.0,Low Risk
3584-WKTTW,0.11,Low Risk
3399-BMLVW,0.03,Low Risk
1971-DTCZB,0.0,Low Risk
3092-IGHWF,0.66,Medium Risk
3374-PZLXD,0.02,Low Risk
3813-DHBBB,0.01,Low Risk
2812-REYAT,0.02,Low Risk
6518-PPLMZ,0.04,Low Risk
4939-KYYPY,0.06,Low Risk
8017-LXHFA,0.5,Medium Risk
5930-GBIWP,0.01,Low Risk
6022-KOUQO,0.53,Medium Risk
6352-TWCAU,0.79,High Risk
2361-UPSND,0.05,Low Risk
6035-RIIOM,0.04,Low Risk
2929-QNSRW,0.71,High Risk
1262-OPMFY,0.85,High Risk
9504-DSHWM,0.07,Low Risk
5035-BVCXS,0.14,Low Risk
6267-DCFFZ,0.26,Low Risk
3533-UVMOM,0.0,Low Risk
2439-LYPMQ,0.21,Low Risk
4248-QPAVC,0.78,High Risk
1899-VXWXM,0.36,Medium Risk
1478-VPOAD,0.13,Low Risk
9995-HOTOH,0.03,Low Risk
2988-PLAHS,0.19,Low Risk
1371-OJCEK,0.0,Low Risk
4999-IEZLT,0.02,Low Risk
8883-ANODQ,0.02,Low Risk
4690-LLKUA,0.8,High Risk
2351-RRBUE,0.04,Low Risk
5980-BDHPY,0.0,Low Risk
1498-DQNRX,0.02,Low Risk
9469-WEJBT,0.37,Medium Risk
3331-HQDTW,0.77,High Risk
9490-DFPMD,0.8,High Risk
2581-VKIRT,0.01,Low Risk
5442-XSDCW,0.72,High Risk
7426-WEIJX,0.07,Low Risk
2851-MMUTZ,0.05,Low Risk
3049-NDXFL,0.91,High Risk
8580-AECUZ,1.0,High Risk
3307-TLCUD,0.16,Low Risk
6625-FLENO,0.0,Low Risk
2967-MXRAV,0.02,Low Risk
7963-GQRMY,0.67,Medium Risk
8189-HBVRW,0.2,Low Risk
4163-KIUHY,0.08,Low Risk
1228-FZFRV,0.72,High Risk
3500-NSDOA,0.0,Low Risk
1171-TYKUR,0.0,Low Risk
3761-FLYZI,0.13,Low Risk
2058-DCJBE,0.8,High Risk
5364-XYIRR,0.81,High Risk
4829-AUOAX,0.62,Medium Risk
1219-NNDDO,0.63,Medium Risk
8388-DMKAE,0.02,Low Risk
4403-BWPAY,0.02,Low Risk
9659-QEQSY,0.13,Low Risk
5405-ZMYXQ,0.34,Medium Risk
5047-LHVLY,0.72,High Risk
1442-OKRJE,0.08,Low Risk
4737-AQCPU,0.0,Low Risk
9158-VCTQB,0.85,High Risk
2808-CHTDM,0.0,Low Risk
6311-UEUME,0.8,High Risk
0793-TWELN,0.02,Low Risk
3283-WCWXT,0.03,Low Risk
1060-ENTOF,0.09,Low Risk
0999-QXNSA,0.15,Low Risk
5451-MHQOF,0.0,Low Risk
4836-WNFNO,0.0,Low Risk
9225-BZLNZ,0.02,Low Risk
0354-VXMJC,0.0,Low Risk
4422-QVIJA,0.04,Low Risk
9365-SRSZE,0.19,Low Risk
6839-ITVZJ,0.69,Medium Risk
8332-OSJDW,0.0,Low Risk
4735-BJKOU,0.0,Low Risk
0274-JKUJR,0.1,Low Risk
5740-YHGTW,0.07,Low Risk
8917-SZTTJ,0.0,Low Risk
1696-MZVAU,0.08,Low Risk
7359-WWYJV,0.02,Low Risk
0375-HVGXO,0.97,High Risk
4906-ZHGPK,0.01,Low Risk
8593-WHYHV,0.88,High Risk
3795-GWTRD,0.0,Low Risk
1298-PHBTI,0.05,Low Risk
6223-DHJGV,0.0,Low Risk
6961-MJKBO,0.01,Low Risk
6097-EQISJ,0.64,Medium Risk
4423-YLHDV,0.89,High Risk
8158-WPEZG,0.35,Medium Risk
0107-YHINA,1.0,High Risk
4918-FYJNT,0.03,Low Risk
0727-BNRLG,0.02,Low Risk
4854-CIDCF,0.33,Medium Risk
8640-SDGKB,0.79,High Risk
3280-MRDOF,0.01,Low Risk
6435-SRWBJ,0.21,Low Risk
9964-WBQDJ,0.0,Low Risk
6303-KFWSL,0.04,Low Risk
1702-CCFNJ,0.01,Low Risk
8932-CZHRQ,0.06,Low Risk
0386-CWRGM,0.0,Low Risk
5515-RUGKN,0.11,Low Risk
0404-AHASP,0.0,Low Risk
7279-NMVJC,0.04,Low Risk
2081-VEYEH,0.27,Low Risk
6407-UTSLV,0.75,High Risk
4116-TZAQJ,0.31,Medium Risk
9060-HJJRW,0.09,Low Risk
2587-YNLES,0.0,Low Risk
7398-SKNQZ,0.36,Medium Risk
5935-FCCNB,0.24,Low Risk
1958-RNRKS,0.13,Low Risk
5136-RGMZO,0.09,Low Risk
8345-MVDYC,0.0,Low Risk
8226-BXGES,0.03,Low Risk
3877-JRJIP,0.55,Medium Risk
8375-DKEBR,1.0,High Risk
9705-IOVQQ,0.23,Low Risk
1015-OWJKI,0.02,Low Risk
7511-YMXVQ,0.86,High Risk
2040-XBAVJ,0.0,Low Risk
7551-JOHTI,0.7,Medium Risk
8887-IPQNC,0.27,Low Risk
8646-JCOMS,0.03,Low Risk
9804-ICWBG,0.6921309523809522,Medium Risk
1222-KJNZD,0.05,Low Risk
0106-GHRQR,0.29,Low Risk
5318-IXUZF,0.89,High Risk
3768-VHXQO,0.0,Low Risk
8952-WCVCD,0.24,Low Risk
2418-TPEUN,0.0,Low Risk
3963-RYFNS,0.0,Low Risk
3198-VELRD,0.84,High Risk
8540-ZQGEA,0.0,Low Risk
1320-REHCS,0.11,Low Risk
4137-JOPHL,0.02,Low Risk
9436-ZBZCT,0.86,High Risk
7801-CEDNV,0.01,Low Risk
2057-BOYKM,0.0,Low Risk
3658-QQJYD,0.02,Low Risk
1803-BGNBD,0.11,Low Risk
0134-XWXCE,0.09,Low Risk
6950-TWMYB,0.02,Low Risk
5848-FHRFC,0.0,Low Risk
2243-FNMMI,0.0,Low Risk
2511-MORQY,0.01,Low Risk
5356-KZCKT,0.0,Low Risk
9470-XCCEM,0.17,Low Risk
6519-CFDBX,0.2,Low Risk
3902-MIVLE,0.01,Low Risk
0409-WTMPL,0.27,Low Risk
8763-KIAFH,0.0,Low Risk
3669-WHAFY,0.0,Low Risk
3055-VTCGS,0.02,Low Risk
3144-KMTWZ,0.03,Low Risk
7279-BUYWN,0.86,High Risk
7156-MHUGY,0.94,High Risk
7198-GLXTC,0.93,High Risk
2007-QVGAW,0.0,Low Risk
5207-PLSTK,0.15,Low Risk
2307-FYNNL,0.14,Low Risk
5605-XNWEN,0.0,Low Risk
2155-AMQRX,0.03,Low Risk
6181-AXXYF,0.0,Low Risk
5091-HFAZW,0.27,Low Risk
0516-VRYBW,0.54,Medium Risk
2519-LBNQL,0.25,Low Risk
8623-ULFNQ,0.14,Low Risk
8380-PEFPE,0.69,Medium Risk
5687-DKDTV,0.66,Medium Risk
1568-LJSZU,0.0,Low Risk
7530-HDYDS,0.3,Low Risk
7789-HKSBS,0.08,Low Risk
7416-CKTEP,0.0,Low Risk
2586-CWXVV,0.1,Low Risk
3096-IZETN,0.77,High Risk
2348-KCJLT,0.03,Low Risk
8401-EMUWF,0.02,Low Risk
4193-IBKSW,0.0,Low Risk
5377-NDTOU,0.0,Low Risk
5922-ABDVO,0.3,Low Risk
2474-LCNUE,0.02,Low Risk
0839-QNXME,0.01,Low Risk
3506-OVLKD,0.05,Low Risk
9172-ANCRX,0.93,High Risk
6650-VJONK,0.07,Low Risk
2178-PMGCJ,0.21,Low Risk
7492-TAFJD,0.07,Low Risk
2773-MADBQ,0.02,Low Risk
6016-LVTJQ,0.0,Low Risk
7860-KSUGX,0.07,Low Risk
8966-KZXXA,0.0,Low Risk
6910-HADCM,0.77,High Risk
4816-LXZYW,0.83,High Risk
9606-PBKBQ,0.88,High Risk
5149-QYTTU,0.08,Low Risk
2070-XYMFH,0.2,Low Risk
2085-BOJKI,0.13,Low Risk
0817-HSUSE,0.27,Low Risk
5442-PPTJY,0.0,Low Risk
1927-QEWMY,0.0,Low Risk
1663-MHLHE,0.01,Low Risk
5663-QBGIS,0.13,Low Risk
4450-MDZFX,0.05,Low Risk
6701-DHKWQ,0.01,Low Risk
7554-AKDQF,0.21,Low Risk
3536-IQCTX,0.8,High Risk
4911-BANWH,0.77,High Risk
8496-EJAUI,0.74,High Risk
0794-YVSGE,0.0,Low Risk
5423-BHIXO,0.05,Low Risk
6908-VVYHM,0.05,Low Risk
2959-EEXWB,0.12,Low Risk
1839-UMACK,0.06,Low Risk
3030-YDNRM,0.24,Low Risk
7321-KKSDU,0.0,Low Risk
3402-XRIUO,0.03,Low Risk
3132-TVFDZ,0.69,Medium Risk
8286-AFUYI,0.09,Low Risk
8080-DDEMJ,0.68,Medium Risk
8356-WUAOJ,0.74,High Risk
6365-MTGZX,0.71,High Risk
1349-WXNGG,0.73,High Risk
8058-DMYRU,0.2,Low Risk
9350-ZXYJC,0.07,Low Risk
6990-YNRIO,0.17,Low Risk
8958-JPTRR,0.03,Low Risk
6959-GQEGV,0.04,Low Risk
3173-WSSUE,0.0,Low Risk
1265-HVPZB,0.07,Low Risk
4115-UMJFQ,0.07,Low Risk
7369-TRPFD,0.0,Low Risk
1098-KFQEC,0.0,Low Risk
7190-XHTWJ,0.0,Low Risk
0621-TWIEM,0.77,High Risk
3537-RYBHH,0.12,Low Risk
2485-ITVKB,0.93,High Risk
3669-OYSJI,0.77,High Risk
1612-EOHDH,0.89,High Risk
6702-OHFWR,0.96,High Risk
5296-BFCYD,0.0,Low Risk
4510-PYUSH,0.67,Medium Risk
9359-JANWS,0.01,Low Risk
7517-SAWMO,0.73,High Risk
4143-HHPMK,0.48,Medium Risk
3279-DYZQM,0.01,Low Risk
7054-LGEQW,0.86,High Risk
0523-VNGTF,0.23,Low Risk
9575-IWCAZ,0.04,Low Risk
7105-MXJLL,0.09,Low Risk
7064-FRRSW,0.07,Low Risk
7940-UQQUG,0.06,Low Risk
0923-PNFUB,0.46,Medium Risk
3961-SXAXY,0.11,Low Risk
7010-BRBUU,0.01,Low Risk
3566-HJGPK,0.81,High Risk
3062-ICYZQ,0.3,Low Risk
9938-PRCVK,0.02,Low Risk
0973-KYVNF,0.0,Low Risk
5129-HHMZC,0.0,Low Risk
9637-CDTKZ,0.01,Low Risk
3946-JEWRQ,0.13,Low Risk
7873-CVMAW,0.0,Low Risk
0463-WZZKO,0.05,Low Risk
3494-JCHRQ,0.8521309523809525,High Risk
6474-FVJLC,0.97,High Risk
4524-QCSSM,0.08,Low Risk
5832-EXGTT,0.09,Low Risk
8840-DQLGN,0.33,Medium Risk
2039-JONDJ,0.0,Low Risk
7217-JYHOQ,0.02,Low Risk
6695-FRVEC,0.01,Low Risk
4547-LYTDD,0.76,High Risk
9894-QMIMJ,0.04,Low Risk
8069-YQQAJ,0.05,Low Risk
6770-XUAGN,0.66,Medium Risk
4193-ORFCL,0.53,Medium Risk
1636-NTNCO,0.16,Low Risk
3466-WAESX,0.31,Medium Risk
9281-PKKZE,0.27,Low Risk
3638-VBZTA,0.0,Low Risk
7459-IMVYU,0.02,Low Risk
7776-QWNFX,0.05,Low Risk
6689-TCZHQ,0.88,High Risk
8563-OYMQY,0.18,Low Risk
0754-EEBDC,0.05,Low Risk
5777-ZPQNC,0.03,Low Risk
1951-IEYXM,0.0,Low Risk
3318-NMQXL,0.29,Low Risk
3143-ILDAL,0.66,Medium Risk
1022-RKXDR,0.01,Low Risk
2361-FJWNO,0.03,Low Risk
2272-UOINI,0.08,Low Risk
8232-UTFOZ,0.0,Low Risk
3750-YHRYO,0.01,Low Risk
6637-KYRCV,0.17,Low Risk
5668-MEISB,0.02,Low Risk
0129-QMPDR,0.03,Low Risk
7188-CBBBA,0.13,Low Risk
5356-CSVSQ,0.17,Low Risk
3221-CJMSG,0.06,Low Risk
4720-VSTSI,0.27,Low Risk
3219-JQRSL,0.0,Low Risk
2801-NISEI,0.07,Low Risk
3946-MHCZW,0.85,High Risk
4623-ZKHLY,0.02,Low Risk
6732-VAILE,0.0,Low Risk
8201-AAXCB,0.28,Low Risk
7696-CFTAT,0.0,Low Risk
1845-CSBRZ,0.1,Low Risk
2123-VSCOT,0.01,Low Risk
6651-AZVTJ,0.47,Medium Risk
4566-GOLUK,0.85,High Risk
2484-DGXPZ,0.68,Medium Risk
2018-QKYGT,0.33,Medium Risk
2792-VPPET,0.01,Low Risk
7409-JURKQ,0.05,Low Risk
3247-MHJKM,0.3019880952380951,Medium Risk
1964-SVLEA,0.0,Low Risk
4587-NUKOX,0.19,Low Risk
7297-DVYGA,0.0,Low Risk
2239-CGBUZ,0.03,Low Risk
0854-UYHZD,0.02,Low Risk
7243-LCGGZ,0.5816428571428571,Medium Risk
8267-KFGYD,0.14,Low Risk
4890-VMUAV,0.01,Low Risk
9261-WDCAF,0.1,Low Risk
3764-MNMOI,0.0,Low Risk
7442-YGZFK,0.21,Low Risk
0420-BWTPW,0.75,High Risk
8229-BUJHX,0.0,Low Risk
7449-HVPIV,0.02,Low Risk
5504-WSIUR,0.03,Low Risk
8183-ONMXC,0.98,High Risk
8466-PZBLH,0.04,Low Risk
9614-RMGHA,0.66,Medium Risk
8735-IJJEG,0.06,Low Risk
0564-MUUQK,0.09,Low Risk
5054-IEXZT,0.92,High Risk
5834-ASPWA,0.84,High Risk
0701-RFGFI,0.1,Low Risk
0019-EFAEP,0.0,Low Risk
5619-PTMIK,0.12,Low Risk
3737-XBQDD,0.12,Low Risk
5882-CMAZQ,0.09,Low Risk
5846-QFDFI,0.16,Low Risk
4445-KWOKW,0.06,Low Risk
3511-APPBJ,0.09,Low Risk
7967-HYCDE,0.11,Low Risk
2430-RRYUW,0.04,Low Risk
3948-XHGNA,0.23,Low Risk
3723-BFBGR,0.16,Low Risk
0565-IYCGT,0.64,Medium Risk
5447-WZAFP,0.06,Low Risk
5110-CHOPY,0.01,Low Risk
5445-UTODQ,0.93,High Risk
4425-OWHWB,0.01,Low Risk
7892-QVYKW,0.22,Low Risk
9675-ICXCT,0.04,Low Risk
1024-VRZHF,0.9,High Risk
4703-MQYKT,0.0,Low Risk
9497-QCMMS,0.99,High Risk
5692-ICXLW,0.24,Low Risk
0602-DDUML,0.01,Low Risk
2208-MPXIO,0.0,Low Risk
1960-UYCNN,0.26,Low Risk
0348-SDKOL,0.74,High Risk
3190-FZATL,0.01,Low Risk
7336-RLLRH,0.02,Low Risk
4373-MAVJG,0.83,High Risk
8901-HJXTF,0.68,Medium Risk
7710-JSYOA,0.03,Low Risk
5419-KLXBN,0.76,High Risk
3424-NMNBO,0.73,High Risk
9885-MFVSU,0.0,Low Risk
4514-GFCFI,0.91,High Risk
0607-MVMGC,0.07,Low Risk
3365-SAIGS,0.54,Medium Risk
9828-AOQLM,0.88,High Risk
8022-BECSI,0.0,Low Risk
8000-REIQB,0.9525,High Risk
9993-LHIEB,0.01,Low Risk
0266-CLZKZ,0.05,Low Risk
7615-ESMYF,0.89,High Risk
3858-VOBET,0.73,High Risk
7020-OZKXZ,0.21,Low Risk
3977-QCRSL,0.01,Low Risk
0017-DINOC,0.03,Low Risk
1447-PJGGA,0.67,Medium Risk
8565-CLBZW,0.78,High Risk
9139-WQQDY,0.7,Medium Risk
0224-HJAPT,0.83,High Risk
8086-OVPWV,0.94,High Risk
9430-FRQOC,0.83,High Risk
7639-OPLNG,0.0,Low Risk
3074-GQWYX,0.94,High Risk
1492-QGCLU,0.03,Low Risk
6845-RGTYS,0.8,High Risk
7328-OWMOM,0.03,Low Risk
4418-LZMSV,0.03,Low Risk
5155-AZQPB,0.02,Low Risk
8861-HGGKB,0.83,High Risk
1087-GRUYI,0.0,Low Risk
7065-YUNRY,0.75,High Risk
7694-VLBWQ,0.67,Medium Risk
2546-KZAAT,0.09,Low Risk
0181-RITDD,0.04,Low Risk
5989-PGKJB,0.52,Medium Risk
4795-KTRTH,0.94,High Risk
8272-ONJLV,0.14,Low Risk
1488-PBLJN,0.0,Low Risk
0308-GIQJT,0.13,Low Risk
3778-FOAQW,0.01,Low Risk
4452-ROHMO,0.0,Low Risk
6481-OGDOO,0.12,Low Risk
3090-LETTY,0.11,Low Risk
5349-AZPEW,0.31,Medium Risk
3753-TSEMP,0.81,High Risk
8305-VHZBZ,0.8780952380952379,High Risk
9720-JJJOR,0.06,Low Risk
8100-HZZLJ,0.05,Low Risk
8775-ERLNB,0.32,Medium Risk
8309-IEYJD,0.19,Low Risk
9172-JITSM,0.79,High Risk
6298-QDFNH,0.9,High Risk
7398-HPYZQ,0.0,Low Risk
3546-GHEAE,0.02,Low Risk
7361-YPXFS,0.03,Low Risk
6557-BZXLQ,0.12,Low Risk
2550-QHZGP,0.02,Low Risk
7519-JTWQH,0.15,Low Risk
2538-OIMXF,0.14,Low Risk
8543-MSDMF,0.2,Low Risk
9961-JBNMK,0.81,High Risk
1170-SASML,0.1,Low Risk
4872-JCVCA,0.0,Low Risk
5346-BZCHP,0.0,Low Risk
2038-LLMLM,0.1,Low Risk
6173-ITPWD,0.68,Medium Risk
9734-UYXQI,0.76,High Risk
1216-BGTSP,0.14,Low Risk
4138-NAXED,0.11,Low Risk
2189-UXTKY,0.18,Low Risk
0744-BIKKF,0.0,Low Risk
7483-IQWIB,0.25,Low Risk
5248-KWLAR,0.0,Low Risk
4958-GZWIY,0.66,Medium Risk
7996-MHXLW,0.01,Low Risk
7833-PKIHD,0.05,Low Risk
7061-OVMIM,0.01,Low Risk
5153-RTHKF,0.21,Low Risk
1852-QSWCD,0.0,Low Risk
4832-VRBMR,0.18,Low Risk
9079-LWTFD,0.03,Low Risk
6356-ELRKD,0.83,High Risk
8624-GIOUT,0.65,Medium Risk
3392-EHMNK,0.08,Low Risk
5986-WWXDV,0.0,Low Risk
3061-BCKYI,0.0,Low Risk
6179-GJPSO,0.82,High Risk
7901-TBKJX,0.19,Low Risk
7228-PAQPD,0.09,Low Risk
3177-LASXD,0.56,Medium Risk
7746-QYVCO,0.07,Low Risk
5804-HYIEZ,0.07,Low Risk
9919-FZDED,0.0,Low Risk
5934-TSSAU,0.08,Low Risk
3486-KHMLI,0.0,Low Risk
4897-QSUYC,0.7033333333333333,High Risk
1084-UQCHV,0.91,High Risk
8290-YWKHZ,0.89,High Risk
2955-BJZHG,0.88,High Risk
3806-DXQOM,0.53,Medium Risk
6784-XYJAE,0.02,Low Risk
3933-DQPWX,0.03,Low Risk
6661-EIPZC,0.03,Low Risk
8957-THMOA,0.04,Low Risk
2251-PYLPB,0.0,Low Risk
5555-RNPGT,0.08,Low Risk
1057-FOGLZ,0.0,Low Risk
9300-RENDD,0.95,High Risk
0761-AETCS,0.73,High Risk
8087-LGYHQ,0.29,Low Risk
4137-BTIKL,0.65,Medium Risk
2190-BCXEC,0.15,Low Risk
6227-FBDXH,0.09,Low Risk
2153-MREFK,0.78,High Risk
2911-WDXMV,0.01,Low Risk
7206-PQBBZ,0.25,Low Risk
3106-ULWFW,0.82,High Risk
0925-VYDLG,0.79,High Risk
4547-FZJWE,0.04,Low Risk
7422-WNBTY,0.43,Medium Risk
0842-IWYCP,0.04,Low Risk
3521-HTQTV,0.01,Low Risk
3744-ZBHON,0.28,Low Risk
3373-DIUUN,0.0,Low Risk
8383-SGHJU,0.05,Low Risk
7607-QKKTJ,0.02,Low Risk
7707-PYBBH,0.13,Low Risk
8984-HPEMB,0.02,Low Risk
4349-GFQHK,0.78,High Risk
4139-DETXS,0.0,Low Risk
9779-DPNEJ,0.54,Medium Risk
9805-FILKB,0.03,Low Risk
5793-YOLJN,0.0,Low Risk
0673-IGUQO,0.115,Low Risk
4123-FCVCB,0.3,Low Risk
8819-IMISP,0.1,Low Risk
7802-EFKNY,0.36,Medium Risk
8311-UEUAB,0.11,Low Risk
5858-EAFCZ,0.17,Low Risk
8035-BUYVG,0.62,Medium Risk
1163-ONYEY,0.02,Low Risk
9787-XVQIU,0.81,High Risk
8945-MUQUF,0.65,Medium Risk
5656-MJEFC,0.01,Low Risk
6082-OQFBA,0.0,Low Risk
8051-HJRLT,0.91,High Risk
8974-OVACP,0.2658333333333333,Low Risk
4010-YLMVT,0.16,Low Risk
1379-FRVEB,0.19,Low Risk
8612-GXIDD,0.04,Low Risk
6288-CHQJB,0.01,Low Risk
8160-HOWOX,0.12,Low Risk
3023-GFLBR,0.72,High Risk
6648-INWPS,0.05,Low Risk
4223-BKEOR,0.04,Low Risk
4079-VTGLK,0.05,Low Risk
1763-WQFUK,0.12,Low Risk
1391-UBDAR,0.09,Low Risk
8894-JVDCV,0.03,Low Risk
2023-VQFDL,0.13,Low Risk
1345-GKDZZ,0.01,Low Risk
2014-MKGMH,0.26,Low Risk
5628-FCGYG,0.26,Low Risk
2560-WBWXF,0.0,Low Risk
0248-IPDFW,0.24,Low Risk
7978-DKUQH,0.17,Low Risk
4335-UPJSI,0.01,Low Risk
0524-IAVZO,0.5,Medium Risk
2737-YNGYW,0.99,High Risk
1784-EZDKJ,0.29,Low Risk
9297-FVVDH,0.01,Low Risk
8007-YYPWD,0.03,Low Risk
7101-HRBLJ,0.0,Low Risk
5159-YFPKQ,0.95,High Risk
6635-CPNUN,0.11,Low Risk
4021-RQSNY,0.96,High Risk
5453-YBTWV,0.06,Low Risk
5039-LZRQT,0.0,Low Risk
2931-VUVJN,0.03,Low Risk
9061-TIHDA,0.74,High Risk
8699-ASUFO,0.66,Medium Risk
6418-PIQSP,0.01,Low Risk
8220-OCUFY,0.04,Low Risk
3995-WFCSM,0.26,Low Risk
1895-QTKDO,0.16,Low Risk
2038-OEQZH,0.22,Low Risk
1178-PZGAB,0.01,Low Risk
7927-AUXBZ,0.68,Medium Risk
2626-VEEWG,0.0,Low Risk
2878-RMWXY,0.01,Low Risk
1657-DYMBM,0.04,Low Risk
7311-MQJCH,0.06,Low Risk
7375-WMVMT,0.0,Low Risk
1136-XGEQU,0.02,Low Risk
2530-FMFXO,0.07,Low Risk
6844-DZKRF,0.26,Low Risk
4695-WJZUE,0.97,High Risk
7619-ODSGN,0.75,High Risk
5970-GHJAW,0.0,Low Risk
8879-XUAHX,0.01,Low Risk
3689-MOZGR,0.18,Low Risk
4195-PNGZS,0.0,Low Risk
5003-XZWWO,0.0,Low Risk
3988-RQIXO,0.95,High Risk
7622-FWGEW,0.0,Low Risk
6922-NCEDI,0.02,Low Risk
2514-GINMM,1.0,High Risk
9891-NQDBD,0.02,Low Risk
6131-IUNXN,0.0,Low Risk
8548-AWOFC,0.14,Low Risk
9798-DRYDS,0.02,Low Risk
8532-UEFWH,0.01,Low Risk
6296-DDOOR,0.04,Low Risk
7951-VRDVK,0.16,Low Risk
5931-FLJJF,0.78,High Risk
4815-YOSUK,0.08,Low Risk
